Length (mm),Width (mm),Height (mm),Frequency (GHz),Substrate Material,Gain (dB),Feed Position,Bandwidth (MHz),Directivity (dB)
79.76195410250031,57.60434206244908,5.362266584170423,5.34735727803001,Ceramic,1.1852940990939418,Edge,88.1745200254832,11.016118201463312
94.55490474077702,94.51609286616066,2.4919708614694818,3.416803804608466,Ceramic,0.1842990578763428,Center,64.15254710195885,13.191888594267901
90.5344615384884,81.89049121962988,9.51128332300254,3.587154984075251,Ceramic,-0.2045231903306432,Edge,64.87503772283091,13.842064633484078
63.810998092997664,99.81406994800037,8.649778343325957,6.910804571271013,PTFE,4.319920033324047,Center,90.1322882126676,7.280797719489325
92.96868115208052,41.56406339065392,7.021201035961975,9.71683598529903,PTFE,5.109518904800706,Edge,52.27862929699177,7.1204483990822665
17.964325184672756,79.04694600380142,5.160660049005465,6.432734805034376,Ceramic,-2.309127013244457,Edge,30.72121827605126,11.109809888509918
27.638457617723063,46.1737822248318,4.705889874260577,1.6928152035846966,Ceramic,-14.368716446615329,Center,22.302614105067118,9.110284698067048
14.070456001948424,53.18880582735179,6.858761204358587,1.680252524686603,FR4,-18.512137334829237,Center,80.41098045388952,13.398613028667203
39.27972976869379,66.47549168965331,5.908886824662149,9.562808987610094,FR4,2.0190975265830016,Center,69.62476410827718,14.000231233980111
44.98095607205338,88.63094027677049,1.5604579529369706,3.6756171127660022,FR4,-4.448166905420039,Center,76.32638144793788,8.534213793027181
34.42141285965063,98.56751222793656,5.612523838932985,1.828602874742279,Ceramic,-9.451987158237111,Center,37.03713292071286,7.36870558974482
84.58637582367363,79.14460724780663,8.257632555095554,6.391401284353434,Ceramic,4.3691391709963,Center,30.90971804694158,12.805255152438619
42.10779940242303,47.59901039506004,5.133158898372622,6.612839004612395,Ceramic,-0.5726363193179619,Center,21.163573253430556,7.7480603554813605
35.28410587186427,47.92213020493632,1.4676091979884158,6.836543381068194,FR4,-2.78302879830596,Center,48.04700470452776,13.226143185136785
58.84264748424236,76.38240714300024,8.076503794456297,3.406618250717872,PTFE,-3.338200395614834,Edge,67.19341494837064,9.237382536487628
22.68318024772864,31.48994311914721,2.812274039223769,1.1359961579302753,Ceramic,-20.353704549125823,Edge,51.379523607978584,11.675498992914704
82.19772826786357,19.94267018182552,3.327587513992349,9.685138325090248,PTFE,1.357022548595578,Center,54.99799376189833,5.955353138346682
16.709557931179376,41.91599418766989,2.482357180890663,3.2580374112199224,PTFE,-11.79895656863416,Edge,92.33269555949987,11.238593246765731
98.81982429404655,35.85150924886736,3.971935583843478,7.084236592472927,PTFE,1.987851117046364,Edge,47.86043736186403,9.517676787372292
79.50202923669917,36.66773084103911,7.810763551197716,7.359668828908386,FR4,0.22287534282746,Edge,61.119159132784866,10.866084631754742
27.88441133807552,31.024697594491894,5.674472735535436,6.490066753715372,PTFE,-4.89585157271663,Edge,82.69224101929144,6.680142077448634
10.496990541124216,13.78838706727257,2.843931467356413,3.816166547922834,Ceramic,-16.761670872460307,Center,51.72342258570161,12.36873744944182
83.39152856093507,11.608654126007243,8.900470703368367,3.439866283876592,FR4,-11.171043311604652,Edge,69.76693601822987,13.627970775432285
73.61716094628554,98.89501507624284,8.916236694563763,6.379014544324328,Ceramic,4.716606505358593,Center,88.98909669973962,7.167398000907756
75.61064512368885,48.49958203622761,8.835205825414063,8.794860702505224,Ceramic,4.52778870016319,Edge,95.96164989261138,5.957145555201617
79.41433120173512,44.58939824437135,3.1491659024338534,9.52060356031056,FR4,3.303681979625704,Edge,31.765878474323035,5.236385860463364
16.664018656068134,71.16825544237628,5.061154097628893,1.9531522396338188,Ceramic,-13.444617449074167,Edge,94.12701001291956,11.41971500443266
42.26191556898453,29.642849907855776,9.864906905267876,2.3934575133794787,Ceramic,-11.440794215950076,Center,59.369303446363055,11.070940360887807
20.428215357261674,95.49650655552028,7.948112286789914,9.502626329047716,FR4,0.6981395685406717,Edge,40.659551063916666,10.4669741271407
87.67930832880342,80.77105129739968,1.2445067910300385,7.628817055013133,Ceramic,6.150672513518424,Center,56.7308604990609,7.319470961159754
66.09683141448022,18.04699020810336,1.5868413213444286,8.946944423467958,PTFE,-0.7121761999805963,Edge,98.40260602283817,8.909059959055146
39.78082223673843,47.58226982064355,5.175382391310995,2.8236937072180885,Ceramic,-8.21245917276943,Center,59.40944751942957,10.94476335186173
15.720251525742128,89.12064768059483,9.18298185275404,6.288272839984617,PTFE,-3.076519440446454,Edge,46.300128823000655,9.967668588591694
37.9884089544096,95.02588200622692,5.848316181574428,7.310256349757263,Ceramic,2.8535822732514853,Center,70.67206834533806,14.877855202148872
39.26649898240724,52.06613601248827,5.480312572308612,7.121006969022754,FR4,-1.6043090780032383,Center,39.21164950225545,6.364397525567331
75.66455605042577,65.2070250289637,1.9492632996096757,4.673365217800283,FR4,-1.4364494028357664,Edge,26.06906624869311,11.951445540475937
67.38017242196918,25.03305514828677,6.911020942518647,1.1385540252217763,Ceramic,-16.602467398334433,Center,30.310377752851938,9.043187681042921
89.84914683186939,99.20517635232788,8.39892844540203,6.246334511238368,FR4,3.652075087670848,Edge,30.243667116621793,9.281996149256148
52.49934326457544,30.850453124509905,4.423780067568061,3.2779138526164786,Ceramic,-7.593895108468917,Edge,32.15221548098355,12.175977656581763
20.763482134447152,94.84585967216132,7.980506658327947,5.052288215286013,FR4,-4.747964581161085,Edge,31.10617381195281,11.924361513243696
74.19203085006956,68.46819840931316,9.680289885107303,9.618229135754357,PTFE,6.20883875378054,Edge,71.26997958425717,14.912559937021882
78.47065437552077,64.69631153909732,2.833898132149202,4.591317858781912,Ceramic,0.2946151604375122,Edge,34.55040675193159,6.283942894541252
60.51494778125466,56.141965991485776,5.709966680752672,8.55821445997984,PTFE,3.4476408771134865,Edge,47.65338266590906,6.041096493841663
79.38704619591049,30.760283054598283,3.58424162276118,2.6968654517432604,PTFE,-8.016939922127385,Edge,91.74307279248094,12.24338817128741
54.44160367279517,25.887522880495744,8.135689771304554,7.052144482225259,Ceramic,-1.543361917984034,Edge,57.916931221029785,10.78386917006409
57.04595464437946,29.84375881631578,6.198340292930418,9.793062589950493,PTFE,1.6176291181297158,Edge,73.40461908168217,7.741606665598058
48.47869165226947,26.779443592982908,6.711241757952734,1.917037907856431,Ceramic,-13.213861586412088,Edge,33.78558969613039,5.794193689889866
12.287721406968569,80.16260262100779,8.181227436543047,1.074879480044728,PTFE,-19.94989813128261,Edge,35.38312150469366,5.856582495964306
19.7102284293974,41.51127332500571,4.563734253962094,4.902245133693529,Ceramic,-7.063522391039223,Center,23.26948930131831,13.941908746641182
12.828626711806082,15.205840890705671,9.23581061566339,1.8336293474623049,Ceramic,-21.831862874017496,Center,33.514805045773166,6.918673247187429
67.27693701374024,97.21923671267302,5.797259805215259,7.735459147086082,FR4,4.164993523327826,Edge,42.287227122556686,8.233715621155207
38.2920382968694,89.54072964670831,2.421593405518132,9.23093797463703,Ceramic,4.656207792692347,Edge,34.160838742139745,7.26656402226988
55.77136220482325,93.49770548756916,7.263092063519222,4.90618875437883,Ceramic,0.9870071058666904,Edge,27.096202700564447,8.549963058319374
91.68098265334837,99.54170403817918,8.13935215394429,3.3284047793989684,PTFE,-0.4639591794341436,Edge,29.650869688048065,5.694238427460934
32.43630062339874,25.650572429753858,3.85085509360774,4.909629871059488,Ceramic,-6.977741164584015,Edge,56.86230144261806,10.190597909082705
46.93446307320668,45.661781701239285,8.714613312988778,7.511030360650009,FR4,-0.936475167437142,Edge,36.5066974724634,5.6761256359221495
77.99960246887439,78.24146281336822,9.155289292891895,1.0814874542233388,PTFE,-11.975802001240243,Edge,49.14158888384604,13.003565078223616
30.59183489424602,72.6418556248413,3.49214038640028,6.305085905362275,PTFE,-1.0497804989001638,Edge,60.27338166838855,7.33712081910433
16.92819188459137,23.850631570586955,9.851693254437,6.519625163986412,FR4,-9.41535547413785,Center,75.23158629034923,10.400119146045107
36.07763076223912,83.42498124915559,2.266403752438826,6.73919422206342,PTFE,0.845975503590563,Edge,23.144971187287915,13.800790875614583
24.5099158528604,30.19965146529946,2.81814101562241,3.178198719827895,PTFE,-11.774466746485936,Center,83.95283191272341,11.50877369047194
93.67278871083158,30.14358533403608,2.658023553142235,7.426474510403141,PTFE,1.412212236542428,Edge,70.23203115927262,10.329577865513354
82.73083416079753,58.32769806040722,9.045907390070834,1.822523376985988,PTFE,-8.462640669265078,Edge,26.540722555909753,8.243337531153756
67.00633808593811,63.364594135753286,6.8886329709246565,2.7934330282012074,FR4,-6.5585218985996825,Center,89.88628992854218,8.330019130581979
88.43145311689459,62.20775870540301,2.368938549000456,8.897230419890338,FR4,4.628697328382287,Edge,93.66979204254505,11.6948695519819
82.33048692092031,18.233815365797938,4.962910765315141,7.648508356539097,PTFE,-1.075607946179461,Center,24.8862367883891,14.941393612211675
26.791305299743225,88.97147763673424,6.5376822256282185,1.1237099861021074,PTFE,-15.72599364996184,Edge,42.1502118517763,11.618391898493787
90.330309864098,33.90400383298355,1.7511767649044496,3.235386343328202,FR4,-6.701544745955364,Edge,84.4961023834449,10.57783417370025
58.54080177240856,21.656342915452377,8.94174731566605,2.929658346938481,FR4,-11.394135203586286,Center,79.86077523069267,12.30650510239246
82.66961396476563,89.98732718820794,8.232431818973817,3.437256952332753,FR4,-2.3213999874049644,Edge,34.76168154851018,9.65205612283718
90.6482169931144,96.0086348406778,5.546860962189744,3.2280379325189776,PTFE,-0.936057029423944,Center,36.747945866936824,5.601423426007852
38.62031274746775,87.59148555389055,9.704139537332534,1.5627366616856118,PTFE,-11.341032424442488,Edge,49.63776822331056,10.622968158779099
19.90467320749091,82.85644672523902,4.759848813475897,5.130464649371383,Ceramic,-3.624052444048516,Center,58.761838815281706,14.576252845053801
30.51416462877475,68.97177825751196,9.85699287132848,7.594601273075487,FR4,-0.9190839529214468,Center,69.46038172242368,6.753029423576597
48.43970097636307,59.57716335482254,7.011279989232643,6.460585522456928,PTFE,0.2967251212927114,Edge,49.51309116558179,11.900048908206657
83.62132893302439,17.828808392026914,6.712041459285473,7.055845017382718,FR4,-3.055538104830819,Edge,57.002777290651835,7.009336886590565
87.46575249307091,46.76078917636288,2.493594057662065,1.7303426068261525,PTFE,-9.631684501115954,Center,79.79767505070052,10.358276844730813
10.625691747807164,43.54196653110826,8.937349824741796,9.563416391591083,FR4,-5.495998757972878,Edge,22.934656231247832,5.966764496467196
55.96725723198092,33.37784053842935,4.847407191285536,8.546426504587224,PTFE,0.8380886164832747,Edge,40.19495554752166,9.503709362581851
47.56699028339011,75.10781023197265,2.460100652042314,8.245812866460964,Ceramic,3.854577224632851,Edge,77.0679668707642,12.56163328895246
29.98970294236572,54.628816157089375,1.1134676797818313,8.406854245375907,Ceramic,0.6366098884205712,Center,91.61654701497595,8.475715242389821
20.78788306003145,17.294159431688314,6.037801152745443,9.394394573194852,FR4,-6.746439416405401,Center,60.93419536925329,11.64911724487218
40.38536542632652,29.81648817548302,5.746596599104087,5.898285695023279,PTFE,-4.290204058833176,Center,62.569078821225254,12.954499607897292
94.86187335212672,71.49328872936363,7.474182601322427,2.8025381608086333,PTFE,-3.246924804344253,Center,28.573760907182084,14.271778194794527
39.08826388186797,16.851777354127016,9.01232247716022,6.551052470672871,FR4,-7.247770090811692,Center,55.79298934587637,7.346420818554535
56.69115595690295,86.60862226438918,1.7146592617872658,7.685933443011451,PTFE,4.113171588248473,Center,62.60938131640185,8.993159158093082
73.27170630056601,54.56318743125769,7.583468413063261,7.641256540186228,FR4,1.9207433985232605,Center,39.39764029077837,6.524160133304174
42.726664214136456,53.25279195939832,2.68670749687824,5.693041217501921,PTFE,-1.8342249655714695,Center,41.539458475950475,14.924835021583752
97.46038744488646,63.31670061935658,8.723593478414475,1.6161284740022026,FR4,-9.687930854222651,Center,50.18273304836981,14.270009679242953
96.62025654479,84.22128693326343,8.371571624754905,4.34001644587115,PTFE,1.3432028758190315,Edge,21.60569582221811,10.399571302805596
32.66040662428277,41.30282871119738,5.867143794869899,9.286899476170216,FR4,-1.103483860657259,Center,45.76633324665426,13.420332943764212
54.75236553031469,71.02145373031573,7.392185187609804,6.260040187816834,PTFE,1.3179416493589913,Edge,36.91584055972357,10.20957977272042
37.07904788350927,60.9158767596212,3.829151018653736,5.84498748930142,Ceramic,-1.125737549766589,Edge,46.19978817423317,11.235856880027598
35.63564449397208,34.03254431524792,5.240511090395332,3.419681629439742,PTFE,-8.994021353384085,Edge,29.580970545540097,5.891244321160166
13.319825261907951,89.07669877196422,8.394732079394245,4.31604027924921,FR4,-8.316576399292266,Center,91.2421824591916,12.55270420496808
64.86079005819072,81.76834194462353,5.133386774558925,9.058114802378524,Ceramic,6.386430671265878,Center,67.48739628432389,6.2771348363523485
55.24111209059753,69.26066511925829,4.220184387928976,6.998167427741522,PTFE,2.2156520550915,Center,74.32818553155917,13.260676302525283
14.63308761249904,86.55235561848177,5.447912025252699,8.086483240770995,Ceramic,-0.8186575334982857,Center,83.13369908858706,12.820280876703858
35.07818178129503,88.05647808638221,8.454243271934965,5.089108807608897,PTFE,-1.4807066390278831,Edge,59.87537591432458,12.087446977429764
91.74392973699884,73.75266790435313,4.016872426337855,6.672224975105421,Ceramic,4.788964365846032,Center,26.953623046993897,5.361603805247621
31.56057016002752,85.33119955273048,2.5638543382216943,3.235452478688868,FR4,-7.259685169994842,Center,62.968523345483824,8.031283559453286
23.04053848821008,72.77243155023552,7.408126182977027,7.349147472551376,PTFE,-0.9421908668033436,Center,66.94728944167034,7.631125699108429
54.05074842498067,71.21266945842703,8.433803914372735,4.848412003330036,PTFE,-0.9459450914397292,Center,79.6351579347464,8.60136407471519
98.70854086995406,65.67502403936659,1.9057373067118,4.98290963333271,FR4,0.3062973583918025,Center,54.53276369837435,5.876427467638385
31.78497443603504,77.74449756018771,3.1588670148035023,6.843900921191935,Ceramic,0.6349895497039716,Edge,30.2064242236451,14.369578230310628
70.49219926652907,24.274459476376634,2.277747907848945,9.42652559322034,FR4,0.0590267130098057,Center,42.702072463897956,10.538022407123762
78.54576537958458,89.27836832790356,4.131472704239499,1.5760571194775883,FR4,-9.350783323835948,Edge,49.046583711890804,8.055243106580235
31.38737895931597,88.46591749707088,5.053158810148714,8.422689136123068,Ceramic,2.944325811232801,Center,71.67337930652809,8.969815170742834
75.53947137506736,12.632255473110323,7.739437032669758,3.631447993709738,FR4,-10.762767595958987,Edge,65.66226437351295,9.472025405048356
43.10048194473279,84.32350755082864,6.860328263935067,4.9952750905574,PTFE,-0.9360291294726728,Center,48.4877380718277,11.005943333606172
66.90752475342215,21.598288072610067,6.588357107305881,1.1972199589750807,PTFE,-17.349103328332994,Center,98.92121990343837,10.156794276964977
67.01767396848052,40.16069688332277,4.171374519486889,3.7094147005088174,PTFE,-4.825511543128298,Edge,68.46198554855097,14.193919732144174
58.21972156672826,76.9157430662447,8.57302797776284,5.523681183671174,FR4,-0.405486869554869,Edge,38.97814333887956,9.969634829058302
18.12607930489675,24.46839064434774,5.241584506583481,1.505584696126951,PTFE,-20.488328579286296,Edge,28.1425978096323,14.921580148233126
85.17722460303142,83.6170321707156,9.81194444213639,5.419861564448486,PTFE,2.69442099210814,Center,32.22873113474656,13.514249577450958
38.87020584745623,84.89207601619677,6.707279244661631,9.343995659725843,PTFE,4.08396728473,Edge,39.67661827076065,7.085105143573358
26.78666593598688,55.67209603847526,2.1363826740805245,1.948538962970247,PTFE,-12.98178099530394,Center,32.85450986076445,14.305952146439163
13.669762739928752,10.574728454515022,7.085598058678906,7.879966552679539,PTFE,-10.980735734360804,Center,34.925361924104465,6.1636639788547605
63.18036488694176,35.83343198574215,3.925936138885291,4.687039480383934,PTFE,-3.5448476403342006,Edge,42.807613495507766,13.174497084911916
70.98079256580542,65.5234226538168,7.1769447701748765,6.896563430719042,FR4,1.6871163016687656,Edge,33.86988762358038,8.8062329347658
11.492904603507052,98.30675602246812,1.6267703334616517,3.342129381867064,PTFE,-9.500928383807723,Center,91.74123397011401,13.779743204450694
56.088375246935286,66.86321743150015,2.5739329345836346,2.4354303628722245,PTFE,-7.039409596475346,Center,26.418699652931377,13.680566901074503
30.384619767814417,33.38232229577439,8.701635330152076,2.444163528441038,Ceramic,-12.17569129604252,Edge,61.960911165620374,13.059254001176212
68.06555113685049,67.06051327896502,3.044616013211634,1.634427510788302,FR4,-10.899656929427286,Edge,52.83174615917292,12.900304363070614
25.69297861044923,58.59868417442699,8.53337012718646,2.670820344111187,FR4,-11.450995882678544,Edge,98.59028935268852,8.046791390980408
72.18439642922193,80.18608556360293,3.5134847960896938,6.977974464900714,FR4,2.7390983522066708,Center,28.963112173444188,5.809192830512522
44.806181167048365,19.628257494426254,6.785937190528369,8.935215506591572,FR4,-3.2966151858997943,Center,51.82844792365933,9.029801787651614
94.30569898630613,78.49251122518253,7.247355161588479,8.327131170320456,PTFE,6.592044512728664,Center,97.55763466202951,6.7352451498650865
22.376884973139397,58.71399208084993,5.613892778305477,7.166208788870357,PTFE,-2.220323685708381,Center,89.24057007151842,11.949510889024618
40.69597159452327,96.66928034730952,3.747796090270581,1.993886770699924,Ceramic,-8.057591092811068,Center,85.3657656759424,8.460997265377856
20.21261691165301,40.76849494348175,2.913799387339865,3.6026870166635483,Ceramic,-9.707997073636704,Center,40.632226163595185,14.756102008599148
93.22242564507064,66.93597038205533,1.298704191061836,3.788261877902221,FR4,-2.240313089419078,Edge,33.67100699120527,11.40972077345332
88.9605418042883,93.88252949590157,3.7355176111665145,3.249612517578591,Ceramic,-0.545546404121987,Center,73.49145759395448,13.224805636343609
33.21474649436401,19.22587551916113,6.878465114781547,5.635050937387508,Ceramic,-6.929872394965564,Center,94.35007913020686,6.3252467274184845
69.39856414307611,94.3505638512806,9.444743366036343,5.819984333917053,FR4,1.6984735710220964,Center,64.54103144111438,13.620144822726225
83.54999801810942,71.9097150070732,8.840840340367468,4.211973776539992,FR4,-1.483859303010351,Edge,65.72901515759199,14.227571905133944
59.96807304395161,16.10533531946547,7.8945829888177235,4.184102428627924,Ceramic,-7.719055192933593,Center,42.39832749282273,9.870619188189359
57.66855205204058,37.08672102521346,8.096026089279688,8.457000381154732,PTFE,1.3343766255667058,Center,81.55943465535495,11.062529377509774
31.76670618104065,73.73548797807534,6.984864131283957,8.10363563487717,Ceramic,1.870085559420362,Edge,34.96349988460187,12.648098009029955
18.379249102530927,16.061554132189453,3.342581718094027,3.770162485126711,Ceramic,-13.77164534895618,Center,45.89433891233949,6.748386272604126
90.7494182157994,62.39534141586459,9.16475527635247,9.224095994859333,PTFE,6.316911204909226,Center,54.034915089313344,10.025660764634424
91.03762514469976,41.129475125766106,7.036590807152506,9.575335153022554,PTFE,4.845295327133508,Center,60.6088302947564,8.986630277723131
66.97913115459411,65.88239659907293,6.04396567882396,3.9406828782703673,FR4,-3.402393864606869,Center,39.392778593206415,6.463739921622491
40.51268119438306,14.116783043126157,1.998905222921329,4.1898245391374935,FR4,-11.743728603470895,Center,29.186945979136283,8.675344222915314
41.42886171513948,88.43831255371387,5.023499894257829,5.550707380797629,Ceramic,0.52640114439388,Edge,68.8496033953306,5.681723093854936
75.33601109832155,97.61400722596572,5.143224440817336,9.47008731280306,PTFE,7.6807020693643,Edge,43.09044425922046,5.25811906949487
90.73992339573194,97.19900697571224,8.78107248570403,8.886874898280805,FR4,6.6686711043681495,Edge,66.49905771380898,6.351662891548227
89.83777818386056,77.46866485686323,5.919833981690096,1.923111663252308,Ceramic,-5.894059226506431,Center,32.34901722193619,14.631151115891738
80.18879912718614,21.70776161175688,4.423604940733687,4.534576689442746,PTFE,-4.973502667910987,Center,58.4912081483854,10.49529535895017
67.78284815388591,78.24368763361203,9.791202956595932,5.9803407077479465,Ceramic,2.780209780496246,Center,62.60715460412687,14.6582216115322
17.572596849554394,12.212822481292136,1.9964853399368407,5.52819225296386,FR4,-13.592729929839422,Edge,24.145882945794153,9.324978783301319
24.54658426851524,11.991119637609753,4.802935854807501,2.7447676114320343,FR4,-18.302292950375502,Center,46.92834225551365,8.118161330852596
90.86987696743714,39.12491972345872,1.3782220765426476,8.729350940513392,PTFE,3.816847840797392,Center,30.75317415511794,10.061418628402441
64.57861536936309,53.97788713641992,7.659137086902373,7.092467046971536,Ceramic,2.438992632822558,Edge,25.06999763782142,9.395116886329102
10.827734645496667,79.33666760270138,9.262688969792356,8.541175373666231,PTFE,-2.541056852760831,Center,99.19681859119562,6.05664684261744
19.132438857942887,71.49658389458547,3.5203359659544047,8.72887851414525,FR4,-1.5811873490912187,Edge,45.788307597977834,11.408263146902062
69.71515921972502,50.13124357390735,8.725075091192089,7.735202682991658,FR4,1.4428783825391092,Edge,84.7899556683708,7.160381825095996
10.455542546159682,34.62639996534993,3.62996407415708,4.952895411247456,Ceramic,-10.51527770746583,Edge,40.37125238110111,11.195879548978295
24.47272462757488,99.741205014194,9.196931454795235,6.494920795138821,Ceramic,0.1270465278915492,Center,74.52021777791434,11.502010923981533
